epoch,train_loss,val_loss,train_acc,val_acc
1,0.6837263011932373,0.7290535356317248,0.5202020202020202,0.48514851485148514
2,0.638166571855545,0.817706606217793,0.6212121212121212,0.5247524752475248
3,0.5912908327579498,0.6702417390687125,0.6388888888888888,0.5445544554455446
4,0.5876608228683472,0.567616901227406,0.7146464646464646,0.7029702970297029
5,0.5822677934169769,0.5614626918520246,0.6994949494949495,0.7128712871287128
6,0.5408170151710511,0.5687738869871412,0.7171717171717171,0.7524752475247525
7,0.527424430847168,0.433114122067179,0.8106060606060606,0.7920792079207921
8,0.3330440533161163,0.564728476905397,0.8257575757575758,0.7920792079207921
9,0.3473500843346119,0.5341303481587342,0.7676767676767676,0.7326732673267327
10,0.39048204630613326,0.41284711765391485,0.8787878787878788,0.8217821782178217
11,0.2651608124375343,0.36185746593400836,0.8914141414141414,0.8118811881188119
12,0.2907793705165386,0.5054136493376323,0.8888888888888888,0.8415841584158416
13,0.24384813547134399,0.6627159775234759,0.8282828282828283,0.7326732673267327
14,0.24606640189886092,0.31846455777330057,0.9444444444444444,0.8613861386138614
15,0.11541775919497013,0.303181025482315,0.9646464646464646,0.9207920792079208
16,0.1153167998790741,0.41333280137873124,0.9444444444444444,0.8712871287128713
17,0.15531289167702197,0.260885950310954,0.9722222222222222,0.8811881188118812
18,0.09858593519777059,0.23265750949004932,0.9722222222222222,0.900990099009901
19,0.06158955649938434,0.14677662774920464,0.9823232323232324,0.9405940594059405
20,0.18828319236636162,0.26811751736594097,0.9419191919191919,0.8613861386138614
21,0.07518408976495267,0.20223984621199115,0.9722222222222222,0.9108910891089109
22,0.07827532364986838,0.25395863563088433,0.9494949494949495,0.8910891089108911
23,0.06761939368210733,0.15692660502723552,0.9696969696969697,0.9603960396039604
24,0.0321833503479138,0.27324158954434097,0.952020202020202,0.900990099009901
25,0.040721229631453755,0.1239677823978127,0.9924242424242424,0.9405940594059405
26,0.02238741346169263,0.13339291175361723,0.98989898989899,0.9504950495049505
27,0.0416094192978926,0.090647518194081,0.9823232323232324,0.9801980198019802
28,0.023831494089681656,0.14230448583215807,0.9873737373737373,0.9504950495049505
29,0.034342261189594867,0.11890656644391129,0.9848484848484849,0.9603960396039604
30,0.019316564472392203,0.11150403770339576,0.9873737373737373,0.9603960396039604
31,0.04683626936399378,0.4658195325838668,0.946969696969697,0.8514851485148515
32,0.062169512839755046,0.08792289963925473,0.9949494949494949,0.9801980198019802
33,0.01483901595696807,0.10632187044939201,0.9924242424242424,0.9405940594059405
34,0.024978504345053807,0.08221171054797846,0.9924242424242424,0.9801980198019802
35,0.012692808133433573,0.08990286652598505,1.0,0.9801980198019802
36,0.011964663650724105,0.09868320725529754,1.0,0.9801980198019802
37,0.015960691205400508,0.06613573672919822,1.0,0.9900990099009901
38,0.01576165428967215,0.08217610767107024,1.0,0.9900990099009901
39,0.0037206208950374274,0.07258427278845504,1.0,0.9900990099009901
40,0.00283974134537857,0.15393045055913848,1.0,0.9603960396039604
41,0.009173319799010642,0.09582080487143685,1.0,0.9801980198019802
42,0.0011118969321250915,0.1296213098637184,1.0,0.9702970297029703
43,0.0009622571142972447,0.1189074545586014,1.0,0.9801980198019802
44,0.0005883368049398996,0.09926055665378694,1.0,0.9801980198019802
45,0.0005016926379175857,0.10386778633184283,1.0,0.9801980198019802
46,0.0007640431428444571,0.1113673345218688,1.0,0.9801980198019802
47,0.00044240134455321824,0.11459584501335485,1.0,0.9801980198019802
